Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0500000US29199,29199,"Scotland County, Missouri",4843,*****
0500000US29201,29201,"Scott County, Missouri",39192,*****
0500000US29203,29203,"Shannon County, Missouri",8407,*****
0500000US29205,29205,"Shelby County, Missouri",6328,*****
0500000US29207,29207,"Stoddard County, Missouri",29902,*****
0500000US29209,29209,"Stone County, Missouri",31968,*****
0500000US29211,29211,"Sullivan County, Missouri",6667,*****
0500000US29213,29213,"Taney County, Missouri",51596,*****
0500000US29215,29215,"Texas County, Missouri",25840,*****
0500000US29217,29217,"Vernon County, Missouri",20958,*****
0500000US29219,29219,"Warren County, Missouri",32440,*****
0500000US29221,29221,"Washington County, Missouri",25120,*****
0500000US29223,29223,"Wayne County, Missouri",13444,*****
0500000US29225,29225,"Webster County, Missouri",36183,*****
0500000US29227,29227,"Worth County, Missouri",2146,*****
0500000US29229,29229,"Wright County, Missouri",18732,*****
0500000US29510,29510,"St. Louis city, Missouri",318527,*****
0500000US30001,30001,"Beaverhead County, Montana",9228,*****
0500000US30003,30003,"Big Horn County, Montana",12872,*****
0500000US30005,30005,"Blaine County, Montana",6514,*****
0500000US30007,30007,"Broadwater County, Montana",5575,*****
0500000US30009,30009,"Carbon County, Montana",10057,*****
0500000US30011,30011,"Carter County, Montana",1276,103
0500000US30013,30013,"Cascade County, Montana",81248,*****
0500000US30015,30015,"Chouteau County, Montana",5811,*****
0500000US30017,30017,"Custer County, Montana",11706,*****
0500000US30019,30019,"Daniels County, Montana",1734,154
0500000US30021,30021,"Dawson County, Montana",9022,*****
0500000US30023,30023,"Deer Lodge County, Montana",9277,*****
0500000US30025,30025,"Fallon County, Montana",3051,144
0500000US30027,30027,"Fergus County, Montana",11507,*****
0500000US30029,30029,"Flathead County, Montana",90967,*****
0500000US30031,30031,"Gallatin County, Montana",90339,*****
0500000US30033,30033,"Garfield County, Montana",1100,110
0500000US30035,30035,"Glacier County, Montana",13422,*****
0500000US30037,30037,"Golden Valley County, Montana",769,101
0500000US30039,30039,"Granite County, Montana",3083,*****
0500000US30041,30041,"Hill County, Montana",16157,*****
0500000US30043,30043,"Jefferson County, Montana",11360,*****
0500000US30045,30045,"Judith Basin County, Montana",2052,*****
0500000US30047,30047,"Lake County, Montana",28794,*****
0500000US30049,30049,"Lewis and Clark County, Montana",63432,*****
0500000US30051,30051,"Liberty County, Montana",2326,*****
0500000US30053,30053,"Lincoln County, Montana",19594,*****
0500000US30055,30055,"McCone County, Montana",1808,144
0500000US30057,30057,"Madison County, Montana",7688,*****
0500000US30059,30059,"Meagher County, Montana",1900,*****
0500000US30061,30061,"Mineral County, Montana",4203,*****
0500000US30063,30063,"Missoula County, Montana",109402,*****
0500000US30065,30065,"Musselshell County, Montana",4597,121
0500000US30067,30067,"Park County, Montana",15655,*****
0500000US30069,30069,"Petroleum County, Montana",566,87
0500000US30071,30071,"Phillips County, Montana",4203,*****
0500000US30073,30073,"Pondera County, Montana",6147,*****
0500000US30075,30075,"Powder River County, Montana",1639,103
0500000US30077,30077,"Powell County, Montana",7067,*****
0500000US30079,30079,"Prairie County, Montana",1193,134
0500000US30081,30081,"Ravalli County, Montana",40311,*****
0500000US30083,30083,"Richland County, Montana",9961,*****
0500000US30085,30085,"Roosevelt County, Montana",10477,*****
0500000US30087,30087,"Rosebud County, Montana",9261,*****
0500000US30089,30089,"Sanders County, Montana",11421,*****
0500000US30091,30091,"Sheridan County, Montana",3447,154
0500000US30093,30093,"Silver Bow County, Montana",34164,*****
0500000US30095,30095,"Stillwater County, Montana",9096,*****
0500000US30097,30097,"Sweet Grass County, Montana",3661,*****
0500000US30099,30099,"Teton County, Montana",6082,*****
0500000US30101,30101,"Toole County, Montana",5210,*****
0500000US30103,30103,"Treasure County, Montana",698,94
0500000US30105,30105,"Valley County, Montana",7423,*****
0500000US30107,30107,"Wheatland County, Montana",2142,*****
0500000US30109,30109,"Wibaux County, Montana",899,118
0500000US30111,30111,"Yellowstone County, Montana",148191,*****
0500000US31001,31001,"Adams County, Nebraska",31299,*****
0500000US31003,31003,"Antelope County, Nebraska",6655,*****
0500000US31005,31005,"Arthur County, Nebraska",490,64
0500000US31007,31007,"Banner County, Nebraska",778,73
0500000US31009,31009,"Blaine County, Nebraska",584,76
0500000US31011,31011,"Boone County, Nebraska",5473,*****
0500000US31013,31013,"Box Butte County, Nebraska",11345,*****
0500000US31015,31015,"Boyd County, Nebraska",2025,114
0500000US31017,31017,"Brown County, Nebraska",3183,97
0500000US31019,31019,"Buffalo County, Nebraska",46330,*****
0500000US31021,31021,"Burt County, Nebraska",6829,*****
0500000US31023,31023,"Butler County, Nebraska",8345,*****
0500000US31025,31025,"Cass County, Nebraska",25214,*****
0500000US31027,31027,"Cedar County, Nebraska",8807,*****
0500000US31029,31029,"Chase County, Nebraska",3964,*****
0500000US31031,31031,"Cherry County, Nebraska",5722,*****
0500000US31033,31033,"Cheyenne County, Nebraska",10038,*****
0500000US31035,31035,"Clay County, Nebraska",6497,*****
0500000US31037,31037,"Colfax County, Nebraska",10453,*****
0500000US31039,31039,"Cuming County, Nebraska",9140,*****
0500000US31041,31041,"Custer County, Nebraska",10904,*****
0500000US31043,31043,"Dakota County, Nebraska",20869,*****
0500000US31045,31045,"Dawes County, Nebraska",9176,*****
0500000US31047,31047,"Dawson County, Nebraska",24267,*****
0500000US31049,31049,"Deuel County, Nebraska",1962,*****
0500000US31051,31051,"Dixon County, Nebraska",5982,*****
0500000US31053,31053,"Dodge County, Nebraska",36590,*****
0500000US31055,31055,"Douglas County, Nebraska",518271,*****
0500000US31057,31057,"Dundy County, Nebraska",1996,*****
0500000US31059,31059,"Fillmore County, Nebraska",5867,*****
0500000US31061,31061,"Franklin County, Nebraska",3196,*****
0500000US31063,31063,"Frontier County, Nebraska",2693,99
0500000US31065,31065,"Furnas County, Nebraska",4922,*****
0500000US31067,31067,"Gage County, Nebraska",22209,*****
0500000US31069,31069,"Garden County, Nebraska",2011,92
0500000US31071,31071,"Garfield County, Nebraska",2106,115
0500000US31073,31073,"Gosper County, Nebraska",2020,*****
0500000US31075,31075,"Grant County, Nebraska",608,89
0500000US31077,31077,"Greeley County, Nebraska",2515,*****
0500000US31079,31079,"Hall County, Nebraska",58681,*****
0500000US31081,31081,"Hamilton County, Nebraska",9096,*****
0500000US31083,31083,"Harlan County, Nebraska",3419,*****
0500000US31085,31085,"Hayes County, Nebraska",1037,99
0500000US31087,31087,"Hitchcock County, Nebraska",2898,*****
0500000US31089,31089,"Holt County, Nebraska",10418,*****
0500000US31091,31091,"Hooker County, Nebraska",689,88
0500000US31093,31093,"Howard County, Nebraska",6294,*****
0500000US31095,31095,"Jefferson County, Nebraska",7572,*****
0500000US31097,31097,"Johnson County, Nebraska",5188,*****
0500000US31099,31099,"Kearney County, Nebraska",6514,*****
0500000US31101,31101,"Keith County, Nebraska",8284,*****
0500000US31103,31103,"Keya Paha County, Nebraska",742,97
0500000US31105,31105,"Kimball County, Nebraska",3789,*****
0500000US31107,31107,"Knox County, Nebraska",8648,*****
0500000US31109,31109,"Lancaster County, Nebraska",286425,*****
0500000US31111,31111,"Lincoln County, Nebraska",36212,*****
0500000US31113,31113,"Logan County, Nebraska",724,74
0500000US31115,31115,"Loup County, Nebraska",534,83
0500000US31117,31117,"McPherson County, Nebraska",348,68
0500000US31119,31119,"Madison County, Nebraska",34766,*****
0500000US31121,31121,"Merrick County, Nebraska",7779,*****
0500000US31123,31123,"Morrill County, Nebraska",4993,*****
0500000US31125,31125,"Nance County, Nebraska",3730,*****
0500000US31127,31127,"Nemaha County, Nebraska",7224,*****
0500000US31129,31129,"Nuckolls County, Nebraska",4490,*****
0500000US31131,31131,"Otoe County, Nebraska",15729,*****
0500000US31133,31133,"Pawnee County, Nebraska",2753,*****
0500000US31135,31135,"Perkins County, Nebraska",2947,*****
0500000US31137,31137,"Phelps County, Nebraska",9184,*****
0500000US31139,31139,"Pierce County, Nebraska",7231,*****
0500000US31141,31141,"Platte County, Nebraska",32195,*****
0500000US31143,31143,"Polk County, Nebraska",5371,*****
0500000US31145,31145,"Red Willow County, Nebraska",11013,*****
0500000US31147,31147,"Richardson County, Nebraska",8355,*****
0500000US31149,31149,"Rock County, Nebraska",1540,114
0500000US31151,31151,"Saline County, Nebraska",14278,*****
0500000US31153,31153,"Sarpy County, Nebraska",159413,*****
0500000US31155,31155,"Saunders County, Nebraska",20696,*****
0500000US31157,31157,"Scotts Bluff County, Nebraska",36835,*****
0500000US31159,31159,"Seward County, Nebraska",16729,*****
0500000US31161,31161,"Sheridan County, Nebraska",5432,*****
0500000US31163,31163,"Sherman County, Nebraska",3133,*****
0500000US31165,31165,"Sioux County, Nebraska",1262,73
0500000US31167,31167,"Stanton County, Nebraska",6139,*****
0500000US31169,31169,"Thayer County, Nebraska",5195,*****
0500000US31171,31171,"Thomas County, Nebraska",831,87
0500000US31173,31173,"Thurston County, Nebraska",6926,*****
0500000US31175,31175,"Valley County, Nebraska",4322,83
0500000US31177,31177,"Washington County, Nebraska",20201,*****
0500000US31179,31179,"Wayne County, Nebraska",9542,*****
0500000US31181,31181,"Webster County, Nebraska",3773,*****
0500000US31183,31183,"Wheeler County, Nebraska",725,115
0500000US31185,31185,"York County, Nebraska",13727,*****
0500000US32001,32001,"Churchill County, Nevada",24779,*****
0500000US32003,32003,"Clark County, Nevada",1954773,*****
0500000US32005,32005,"Douglas County, Nevada",47056,*****
0500000US32007,32007,"Elko County, Nevada",49133,*****
0500000US32009,32009,"Esmeralda County, Nevada",916,127
0500000US32011,32011,"Eureka County, Nevada",1809,127
0500000US32013,32013,"Humboldt County, Nevada",16511,*****
0500000US32015,32015,"Lander County, Nevada",5751,*****
0500000US32017,32017,"Lincoln County, Nevada",5282,*****
0500000US32019,32019,"Lyon County, Nevada",51797,*****
0500000US32021,32021,"Mineral County, Nevada",4718,*****
0500000US32023,32023,"Nye County, Nevada",43801,*****
0500000US32027,32027,"Pershing County, Nevada",6707,*****
0500000US32029,32029,"Storey County, Nevada",4010,*****
0500000US32031,32031,"Washoe County, Nevada",422010,*****
0500000US32033,32033,"White Pine County, Nevada",9967,*****
0500000US32510,32510,"Carson City, Nevada",55184,*****
0500000US33001,33001,"Belknap County, New Hampshire",60206,*****
0500000US33003,33003,"Carroll County, New Hampshire",47761,*****
0500000US33005,33005,"Cheshire County, New Hampshire",77106,*****
0500000US33007,33007,"Coos County, New Hampshire",32872,*****
0500000US33009,33009,"Grafton County, New Hampshire",88985,*****
0500000US33011,33011,"Hillsborough County, New Hampshire",401101,*****
0500000US33013,33013,"Merrimack County, New Hampshire",146742,*****
0500000US33015,33015,"Rockingham County, New Hampshire",295872,*****
0500000US33017,33017,"Strafford County, New Hampshire",123295,*****
0500000US33019,33019,"Sullivan County, New Hampshire",43534,*****
0500000US34001,34001,"Atlantic County, New Jersey",274402,*****
0500000US34003,34003,"Bergen County, New Jersey",906781,*****
0500000US34005,34005,"Burlington County, New Jersey",449117,*****
0500000US34007,34007,"Camden County, New Jersey",513660,*****
0500000US34009,34009,"Cape May County, New Jersey",96987,*****
0500000US34011,34011,"Cumberland County, New Jersey",156864,*****
0500000US34013,34013,"Essex County, New Jersey",783840,*****
0500000US34015,34015,"Gloucester County, New Jersey",288187,*****
0500000US34017,34017,"Hudson County, New Jersey",636194,*****
0500000US34019,34019,"Hunterdon County, New Jersey",127996,*****
0500000US34021,34021,"Mercer County, New Jersey",366442,*****
0500000US34023,34023,"Middlesex County, New Jersey",811064,*****
0500000US34025,34025,"Monmouth County, New Jersey",629263,*****
0500000US34027,34027,"Morris County, New Jersey",493472,*****
0500000US34029,34029,"Ocean County, New Jersey",575961,*****
0500000US34031,34031,"Passaic County, New Jersey",500168,*****
0500000US34033,34033,"Salem County, New Jersey",66007,*****
0500000US34035,34035,"Somerset County, New Jersey",323650,*****
0500000US34037,34037,"Sussex County, New Jersey",148962,*****
0500000US34039,34039,"Union County, New Jersey",536383,*****
0500000US34041,34041,"Warren County, New Jersey",108488,*****
0500000US35001,35001,"Bernalillo County, New Mexico",661924,*****
0500000US35003,35003,"Catron County, New Mexico",3686,*****
0500000US35005,35005,"Chaves County, New Mexico",65343,*****
0500000US35006,35006,"Cibola County, New Mexico",27293,*****
0500000US35007,35007,"Colfax County, New Mexico",13614,*****
0500000US35009,35009,"Curry County, New Mexico",48101,*****
0500000US35011,35011,"De Baca County, New Mexico",2069,91
0500000US35013,35013,"Doña Ana County, New Mexico",208794,*****
0500000US35015,35015,"Eddy County, New Mexico",53693,*****
0500000US35017,35017,"Grant County, New Mexico",29602,*****
0500000US35019,35019,"Guadalupe County, New Mexico",4655,*****
0500000US35021,35021,"Harding County, New Mexico",612,91
0500000US35023,35023,"Hidalgo County, New Mexico",4903,*****
0500000US35025,35025,"Lea County, New Mexico",64670,*****
0500000US35027,35027,"Lincoln County, New Mexico",20440,*****
0500000US35028,35028,"Los Alamos County, New Mexico",18008,*****
0500000US35029,35029,"Luna County, New Mexico",25162,*****
0500000US35031,35031,"McKinley County, New Mexico",71888,*****
0500000US35033,35033,"Mora County, New Mexico",4830,*****
0500000US35035,35035,"Otero County, New Mexico",64176,*****
0500000US35037,35037,"Quay County, New Mexico",8956,*****
0500000US35039,35039,"Rio Arriba County, New Mexico",40201,*****
0500000US35041,35041,"Roosevelt County, New Mexico",19840,*****
0500000US35043,35043,"Sandoval County, New Mexico",131302,*****
0500000US35045,35045,"San Juan County, New Mexico",128600,*****
0500000US35047,35047,"San Miguel County, New Mexico",29225,*****
0500000US35049,35049,"Santa Fe County, New Mexico",144209,*****
0500000US35051,35051,"Sierra County, New Mexico",11956,*****
0500000US35053,35053,"Socorro County, New Mexico",17843,*****
0500000US35055,35055,"Taos County, New Mexico",32775,*****
0500000US35057,35057,"Torrance County, New Mexico",16285,*****
0500000US35059,35059,"Union County, New Mexico",4460,*****
0500000US35061,35061,"Valencia County, New Mexico",76172,*****
0500000US36001,36001,"Albany County, New York",304511,*****
0500000US36003,36003,"Allegany County, New York",48837,*****
0500000US36005,36005,"Bronx County, New York",1386364,*****
0500000US36007,36007,"Broome County, New York",199928,*****
0500000US36009,36009,"Cattaraugus County, New York",80166,*****
0500000US36011,36011,"Cayuga County, New York",79996,*****
0500000US36013,36013,"Chautauqua County, New York",134599,*****
0500000US36015,36015,"Chemung County, New York",88779,*****
0500000US36017,36017,"Chenango County, New York",50490,*****
0500000US36019,36019,"Clinton County, New York",82054,*****
0500000US36021,36021,"Columbia County, New York",62881,*****
0500000US36023,36023,"Cortland County, New York",49453,*****
0500000US36025,36025,"Delaware County, New York",47851,*****
0500000US36027,36027,"Dutchess County, New York",297291,*****
0500000US36029,36029,"Erie County, New York",919542,*****
0500000US36031,36031,"Essex County, New York",39309,*****
0500000US36033,36033,"Franklin County, New York",51698,*****
0500000US36035,36035,"Fulton County, New York",55358,*****
0500000US36037,36037,"Genesee County, New York",59992,*****
0500000US36039,36039,"Greene County, New York",49122,*****
0500000US36041,36041,"Hamilton County, New York",4835,*****
0500000US36043,36043,"Herkimer County, New York",64475,*****
0500000US36045,36045,"Jefferson County, New York",117011,*****
0500000US36047,36047,"Kings County, New York",2512740,*****
0500000US36049,36049,"Lewis County, New York",27062,*****
0500000US36051,36051,"Livingston County, New York",65215,*****
0500000US36053,36053,"Madison County, New York",72977,*****
0500000US36055,36055,"Monroe County, New York",744746,*****
0500000US36057,36057,"Montgomery County, New York",50025,*****
0500000US36059,36059,"Nassau County, New York",1338712,*****
0500000US36061,36061,"New York County, New York",1596735,*****
0500000US36063,36063,"Niagara County, New York",215869,*****
0500000US36065,36065,"Oneida County, New York",234336,*****
0500000US36067,36067,"Onondaga County, New York",466179,*****
0500000US36069,36069,"Ontario County, New York",107728,*****
0500000US36071,36071,"Orange County, New York",372951,*****
0500000US36073,36073,"Orleans County, New York",42995,*****
0500000US36075,36075,"Oswego County, New York",122055,*****
0500000US36077,36077,"Otsego County, New York",62147,*****
0500000US36079,36079,"Putnam County, New York",99702,*****
0500000US36081,36081,"Queens County, New York",2235008,*****
0500000US36083,36083,"Rensselaer County, New York",159464,*****
0500000US36085,36085,"Richmond County, New York",468374,*****
0500000US36087,36087,"Rockland County, New York",312011,*****
0500000US36089,36089,"St. Lawrence County, New York",112060,*****
0500000US36091,36091,"Saratoga County, New York",219832,*****
0500000US36093,36093,"Schenectady County, New York",154466,*****
0500000US36095,36095,"Schoharie County, New York",32617,*****
0500000US36097,36097,"Schuyler County, New York",18472,*****
0500000US36099,36099,"Seneca County, New York",35306,*****
0500000US36101,36101,"Steuben County, New York",98992,*****
0500000US36103,36103,"Suffolk County, New York",1492360,*****
0500000US36105,36105,"Sullivan County, New York",77340,*****
0500000US36107,36107,"Tioga County, New York",51067,*****
0500000US36109,36109,"Tompkins County, New York",101570,*****
0500000US36111,36111,"Ulster County, New York",182516,*****
0500000US36113,36113,"Warren County, New York",65700,*****
0500000US36115,36115,"Washington County, New York",63108,*****
0500000US36117,36117,"Wayne County, New York",93476,*****
0500000US36119,36119,"Westchester County, New York",950227,*****
0500000US36121,36121,"Wyoming County, New York",42092,*****
0500000US36123,36123,"Yates County, New York",25351,*****
0500000US37001,37001,"Alamance County, North Carolina",151170,*****
0500000US37003,37003,"Alexander County, North Carolina",37014,*****
0500000US37005,37005,"Alleghany County, North Carolina",11069,*****
0500000US37007,37007,"Anson County, North Carolina",26699,*****
0500000US37009,37009,"Ashe County, North Carolina",27099,*****
0500000US37011,37011,"Avery County, North Carolina",17815,*****
0500000US37013,37013,"Beaufort County, North Carolina",47542,*****
0500000US37015,37015,"Bertie County, North Carolina",21035,*****
0500000US37017,37017,"Bladen County, North Carolina",34922,*****
0500000US37019,37019,"Brunswick County, North Carolina",107925,*****
0500000US37021,37021,"Buncombe County, North Carolina",239000,*****
0500000US37023,37023,"Burke County, North Carolina",90821,*****
0500000US37025,37025,"Cabarrus County, North Carolina",178396,*****
0500000US37027,37027,"Caldwell County, North Carolina",82493,*****
0500000US37029,37029,"Camden County, North Carolina",9965,*****
0500000US37031,37031,"Carteret County, North Carolina",66415,*****
0500000US37033,37033,"Caswell County, North Carolina",23615,*****
0500000US37035,37035,"Catawba County, North Carolina",154201,*****
0500000US37037,37037,"Chatham County, North Carolina",63896,*****
0500000US37039,37039,"Cherokee County, North Carolina",27304,*****
0500000US37041,37041,"Chowan County, North Carolina",14825,*****
0500000US37043,37043,"Clay County, North Carolina",10575,*****
0500000US37045,37045,"Cleveland County, North Carolina",97890,*****
0500000US37047,37047,"Columbus County, North Carolina",57612,*****
0500000US37049,37049,"Craven County, North Carolina",102904,*****
0500000US37051,37051,"Cumberland County, North Carolina",319329,*****
0500000US37053,37053,"Currituck County, North Carolina",23677,*****
0500000US37055,37055,"Dare County, North Carolina",34019,*****
0500000US37057,37057,"Davidson County, North Carolina",162628,*****
0500000US37059,37059,"Davie County, North Carolina",41183,*****
0500000US37061,37061,"Duplin County, North Carolina",58510,*****
0500000US37063,37063,"Durham County, North Carolina",269283,*****
0500000US37065,37065,"Edgecombe County, North Carolina",56253,*****
0500000US37067,37067,"Forsyth County, North Carolina",351368,*****
0500000US37069,37069,"Franklin County, North Carolina",60470,*****
0500000US37071,37071,"Gaston County, North Carolina",206291,*****
0500000US37073,37073,"Gates County, North Carolina",12069,*****
0500000US37075,37075,"Graham County, North Carolina",8766,*****
0500000US37077,37077,"Granville County, North Carolina",59666,*****
0500000US37079,37079,"Greene County, North Carolina",21386,*****
0500000US37081,37081,"Guilford County, North Carolina",489576,*****
0500000US37083,37083,"Halifax County, North Carolina",54693,*****
0500000US37085,37085,"Harnett County, North Carolina",115559,*****
0500000US37087,37087,"Haywood County, North Carolina",58915,*****
0500000US37089,37089,"Henderson County, North Carolina",106577,*****
0500000US37091,37091,"Hertford County, North Carolina",24525,*****
0500000US37093,37093,"Hoke County, North Carolina",47368,*****
0500000US37095,37095,"Hyde County, North Carolina",5810,*****
0500000US37097,37097,"Iredell County, North Carolina",159614,*****
0500000US37099,37099,"Jackson County, North Carolina",39985,*****
0500000US37101,37101,"Johnston County, North Carolina",169122,*****
0500000US37103,37103,"Jones County, North Carolina",10144,*****
0500000US37105,37105,"Lee County, North Carolina",57876,*****
0500000US37107,37107,"Lenoir County, North Carolina",59372,*****
0500000US37109,37109,"Lincoln County, North Carolina",78052,*****
0500000US37111,37111,"McDowell County, North Carolina",44926,*****
0500000US37113,37113,"Macon County, North Carolina",33815,*****
0500000US37115,37115,"Madison County, North Carolina",20727,*****
0500000US37117,37117,"Martin County, North Carolina",24298,*****
0500000US37119,37119,"Mecklenburg County, North Carolina",926873,*****
0500000US37121,37121,"Mitchell County, North Carolina",15539,*****
0500000US37123,37123,"Montgomery County, North Carolina",27741,*****
0500000US37125,37125,"Moore County, North Carolina",88314,*****
0500000US37127,37127,"Nash County, North Carolina",95545,*****
0500000US37129,37129,"New Hanover County, North Carolina",203276,*****
0500000US37131,37131,"Northampton County, North Carolina",21959,*****
0500000US37133,37133,"Onslow County, North Carolina",176461,*****
0500000US37135,37135,"Orange County, North Carolina",133958,*****
0500000US37137,37137,"Pamlico County, North Carolina",13145,*****
0500000US37139,37139,"Pasquotank County, North Carolina",40551,*****
0500000US37141,37141,"Pender County, North Carolina",52447,*****
0500000US37143,37143,"Perquimans County, North Carolina",13414,*****
0500000US37145,37145,"Person County, North Carolina",39322,*****
0500000US37147,37147,"Pitt County, North Carolina",167951,*****
0500000US37149,37149,"Polk County, North Carolina",20386,*****
0500000US37151,37151,"Randolph County, North Carolina",141568,*****
0500000US37153,37153,"Richmond County, North Carolina",46608,*****
0500000US37155,37155,"Robeson County, North Carolina",133920,*****
0500000US37157,37157,"Rockingham County, North Carolina",93264,*****
0500000US37159,37159,"Rowan County, North Carolina",138189,*****
0500000US37161,37161,"Rutherford County, North Carolina",67446,*****
0500000US37163,37163,"Sampson County, North Carolina",63408,*****
0500000US37165,37165,"Scotland County, North Carolina",36266,*****
0500000US37167,37167,"Stanly County, North Carolina",60489,*****
0500000US37169,37169,"Stokes County, North Carolina",47224,*****
0500000US37171,37171,"Surry County, North Carolina",73551,*****
0500000US37173,37173,"Swain County, North Carolina",13995,*****
0500000US37175,37175,"Transylvania County, North Carolina",32825,*****
0500000US37177,37177,"Tyrrell County, North Carolina",4367,*****
0500000US37179,37179,"Union County, North Carolina",201617,*****
0500000US37181,37181,"Vance County, North Carolina",45183,*****
0500000US37183,37183,"Wake County, North Carolina",905573,*****
0500000US37185,37185,"Warren County, North Carolina",20860,*****
0500000US37187,37187,"Washington County, North Carolina",13085,*****
0500000US37189,37189,"Watauga County, North Carolina",51103,*****
0500000US37191,37191,"Wayne County, North Carolina",122419,*****
0500000US37193,37193,"Wilkes County, North Carolina",69265,*****
0500000US37195,37195,"Wilson County, North Carolina",81020,*****
0500000US37197,37197,"Yadkin County, North Carolina",38254,*****
0500000US37199,37199,"Yancey County, North Carolina",17814,*****
0500000US38001,38001,"Adams County, North Dakota",2325,*****
0500000US38003,38003,"Barnes County, North Dakota",11047,*****
0500000US38005,38005,"Benson County, North Dakota",6677,*****
0500000US38007,38007,"Billings County, North Dakota",838,113
0500000US38009,38009,"Bottineau County, North Dakota",6449,*****
0500000US38011,38011,"Bowman County, North Dakota",3154,*****
0500000US38013,38013,"Burke County, North Dakota",2011,*****
0500000US38015,38015,"Burleigh County, North Dakota",81941,*****
0500000US38017,38017,"Cass County, North Dakota",150240,*****
0500000US38019,38019,"Cavalier County, North Dakota",3974,*****
0500000US38021,38021,"Dickey County, North Dakota",5280,*****
0500000US38023,38023,"Divide County, North Dakota",2095,*****
0500000US38025,38025,"Dunn County, North Dakota",3648,*****
0500000US38027,38027,"Eddy County, North Dakota",2393,*****
0500000US38029,38029,"Emmons County, North Dakota",3544,*****
0500000US38031,38031,"Foster County, North Dakota",3368,*****
0500000US38033,38033,"Golden Valley County, North Dakota",1646,98
0500000US38035,38035,"Grand Forks County, North Dakota",66890,*****
0500000US38037,38037,"Grant County, North Dakota",2380,*****
0500000US38039,38039,"Griggs County, North Dakota",2393,*****
0500000US38041,38041,"Hettinger County, North Dakota",2502,*****
0500000US38043,38043,"Kidder County, North Dakota",2426,*****
0500000US38045,38045,"LaMoure County, North Dakota",4141,*****
0500000US38047,38047,"Logan County, North Dakota",1972,*****
0500000US38049,38049,"McHenry County, North Dakota",5478,*****
0500000US38051,38051,"McIntosh County, North Dakota",2813,*****
0500000US38053,38053,"McKenzie County, North Dakota",6692,*****
0500000US38055,38055,"McLean County, North Dakota",9020,*****
0500000US38057,38057,"Mercer County, North Dakota",8400,*****
0500000US38059,38059,"Morton County, North Dakota",27439,*****
0500000US38061,38061,"Mountrail County, North Dakota",7830,*****
0500000US38063,38063,"Nelson County, North Dakota",3115,*****
0500000US38065,38065,"Oliver County, North Dakota",1875,90
0500000US38067,38067,"Pembina County, North Dakota",7383,*****
0500000US38069,38069,"Pierce County, North Dakota",4378,*****
0500000US38071,38071,"Ramsey County, North Dakota",11450,*****
0500000US38073,38073,"Ransom County, North Dakota",5498,*****
0500000US38075,38075,"Renville County, North Dakota",2468,*****
0500000US38077,38077,"Richland County, North Dakota",16295,*****
0500000US38079,38079,"Rolette County, North Dakota",14015,*****
0500000US38081,38081,"Sargent County, North Dakota",3876,*****
0500000US38083,38083,"Sheridan County, North Dakota",1282,90
0500000US38085,38085,"Sioux County, North Dakota",4193,*****
0500000US38087,38087,"Slope County, North Dakota",768,97
0500000US38089,38089,"Stark County, North Dakota",24682,*****
0500000US38091,38091,"Steele County, North Dakota",1976,*****
0500000US38093,38093,"Stutsman County, North Dakota",20965,*****
0500000US38095,38095,"Towner County, North Dakota",2264,*****
0500000US38097,38097,"Traill County, North Dakota",8105,*****
0500000US38099,38099,"Walsh County, North Dakota",11131,*****
0500000US38101,38101,"Ward County, North Dakota",62013,*****
0500000US38103,38103,"Wells County, North Dakota",4228,*****
0500000US38105,38105,"Williams County, North Dakota",23287,*****
0500000US39001,39001,"Adams County, Ohio",28524,*****
0500000US39003,39003,"Allen County, Ohio",106079,*****
0500000US39005,39005,"Ashland County, Ohio",53203,*****
0500000US39007,39007,"Ashtabula County, Ohio",101262,*****
0500000US39009,39009,"Athens County, Ohio",64592,*****
0500000US39011,39011,"Auglaize County, Ohio",45934,*****
0500000US39013,39013,"Belmont County, Ohio",70182,*****
0500000US39015,39015,"Brown County, Ohio",44666,*****
0500000US39017,39017,"Butler County, Ohio",368029,*****
0500000US39019,39019,"Carroll County, Ohio",28828,*****
0500000US39021,39021,"Champaign County, Ohio",39982,*****
0500000US39023,39023,"Clark County, Ohio",138278,*****
0500000US39025,39025,"Clermont County, Ohio",197543,*****
0500000US39027,39027,"Clinton County, Ohio",42161,*****
0500000US39029,39029,"Columbiana County, Ohio",107598,*****
0500000US39031,39031,"Coshocton County, Ohio",36880,*****
0500000US39033,39033,"Crawford County, Ohio",43623,*****
0500000US39035,39035,"Cuyahoga County, Ohio",1278024,*****
0500000US39037,39037,"Darke County, Ohio",52776,*****
0500000US39039,39039,"Defiance County, Ohio",38975,*****
0500000US39041,39041,"Delaware County, Ohio",174454,*****
0500000US39043,39043,"Erie County, Ohio",76952,*****
0500000US39045,39045,"Fairfield County, Ohio",146138,*****
0500000US39047,39047,"Fayette County, Ohio",28931,*****
0500000US39049,39049,"Franklin County, Ohio",1167484,*****
0500000US39051,39051,"Fulton County, Ohio",42635,*****
0500000US39053,39053,"Gallia County, Ohio",30877,*****
0500000US39055,39055,"Geauga County, Ohio",93485,*****
0500000US39057,39057,"Greene County, Ohio",161936,*****
0500000US39059,39059,"Guernsey County, Ohio",40056,*****
0500000US39061,39061,"Hamilton County, Ohio",801350,*****
0500000US39063,39063,"Hancock County, Ohio",75043,*****
